lieu_dit,cp,ville,id_client,code_postal,c_insee,c_iris,c_qualite_iris,codgeo
,52320,Weberboeuf,e1dd2aaa-63b3-4452-a5ca-c9bbb4ca8e07,52320.0,52436,,8,52436
,52320,Weberboeuf,e1dd2aaa-63b3-4452-a5ca-c9bbb4ca8e07,52320.0,52480,,8,52480
,52320,Weberboeuf,e1dd2aaa-63b3-4452-a5ca-c9bbb4ca8e07,52320.0,52524,,8,52524
,52320,Weberboeuf,e1dd2aaa-63b3-4452-a5ca-c9bbb4ca8e07,52320.0,52547,,8,52547
Street,85987,Saint Célina-la-Forêt,e6b30991-ded3-4668-9b2c-382b6eb07c68,,,,8,
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67037,,8,67037
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67093,,8,67093
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67110,,8,67110
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67132,,8,67132
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67147,,8,67147
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67160,,8,67160
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67160,,8,67160
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67177,,8,67177
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67186,,8,67186
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67259,,8,67259
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67303,,8,67303
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67341,,8,67341
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67511,,8,67511
Street,67360,Pereira-sur-Bouchet,0b28f69e-9803-4fb7-8aa2-a907366d25c5,67360.0,67550,,8,67550
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B072,,8,2B072
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B145,,8,2B145
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B214,,8,2B214
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B245,,8,2B245
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B280,,8,2B280
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B343,,8,2B343
Street,20215,Fischer-sur-Besson,7d4a2da3-381e-4448-ad16-f6fb9c3f554b,20215.0,2B346,,8,2B346
Street,3866,Bruneau,5cf4755b-1872-42d5-81fb-018474c9c736,,,,8,
Street,66889,Cohen,de3de96a-641e-4b99-8edc-8b1e675d4826,,,,8,
,43877,Sainte Victoire,1c928611-87d4-4dbc-8150-fb47fb1953d2,,,,8,
,50455,Bonnet-les-Bains,33c3060c-1a70-4c50-ab0b-b2d9660ee325,,,,8,
Street,67820,Sainte Michelleboeuf,6e8ab9f3-0a07-4a94-9d5e-b50e1850df15,67820.0,67547,,8,67547
,53338,ValetteVille,42e4c6cf-6261-4a8d-959d-07b1b8c3d2b4,,,,8,
Street,27329,Sainte Xavier-la-Forêt,6bc61224-d1e0-4801-b3e3-aaa0aa3539d1,,,,8,
,31332,Guyondan,7af7e60b-f949-45e3-acb2-89a53ab83c93,,,,8,
Street,23932,Perrindan,15c52222-2e99-4044-b9f2-7466833c141f,,,,8,
Street,13682,Sainte Édouardboeuf,def996c0-6a2b-49ac-98e6-8729923b837c,,,,8,
Street,74113,Martel,a64ac580-c3a3-40c1-a909-c6a0b35f957e,,,,8,
Street,51231,Bouvetboeuf,afa2edc7-28ad-4c1c-9a49-19f8b7c5eaab,,,,8,
,69165,Turpin,84bf943b-6e10-4f71-98dc-0c5a9da41e48,,,,8,
Street,41492,Sainte Capucine,553b0f20-4a8e-4496-80c5-91aa14260960,,,,8,
,32529,Poulain,71b37df1-0091-4560-83fc-823557f7d98b,,,,8,
Street,40669,Bouvierdan,4c56431b-6444-4238-af83-c35717cd6fff,,,,8,
Street,86241,Lejeune,16864df8-806d-4fb1-9643-849a74d33ad4,,,,8,
Street,14922,Colletdan,7c9c7da8-fa3b-4696-8f20-63a64e750d06,,,,8,
,74203,GérardBourg,53517b56-063f-498b-b214-94372662efca,,,,8,
,56146,Germain-la-Forêt,31be2790-5758-40e0-93ae-b8517ed82192,,,,8,
Street,37263,LarocheVille,33838d82-e1cb-4c57-b291-5fe2582b5808,,,,8,
Street,79817,Imbert-sur-Charles,c10ac4a9-ca5f-45d9-b9ab-16799533a4c6,,,,8,
,40984,Leclerc-la-Forêt,5e48ff07-bfe4-44ce-b510-4d60671c61ee,,,,8,
,5923,Philippe,12fc01a7-88cb-4bab-af0c-68768c4efde1,,,,8,
,20137,BarthelemyBourg,a44a2343-03dc-4989-a4da-5f1e31996310,20137.0,2A139,,8,2A139
,20137,BarthelemyBourg,a44a2343-03dc-4989-a4da-5f1e31996310,20137.0,2A247,,8,2A247
,20137,BarthelemyBourg,a44a2343-03dc-4989-a4da-5f1e31996310,20137.0,2A300,,8,2A300
,51387,Adam-sur-Rousseau,a2f70d0f-a475-4f88-95be-f6dbf036ba2f,,,,8,
Street,10996,Leblanc-sur-Auger,8e26b415-6885-409f-93c6-49052fc78d87,,,,8,
Street,84386,Weiss,4647a4c9-90b1-4aa4-b68e-d44a2cda610e,,,,8,
,93457,Goncalves-sur-Vallet,d75c2dd0-e012-421d-affd-6a8841bcb043,,,,8,
,88176,Leroux,db94a23e-5892-46d1-ad1d-a12bd07c6628,,,,8,
,2165,Saint Astrid,bf664243-08bb-4078-b6f4-eeccd69be846,,,,8,
Street,78109,Perretdan,5660a7bb-d793-4b31-85d9-93bc5ab78200,,,,8,
Street,77877,Deschamps-sur-Lejeune,836fc610-31e3-42ab-8297-82f5fefc1f35,,,,8,
,45976,Mallet-sur-Weber,ade74391-91a0-4ca1-b74d-c29e5792d0a5,,,,8,
Street,78988,Chrétienboeuf,1fae3284-71a2-4361-910d-eea94c915869,,,,8,
,22121,Gautier,fee91315-e175-4ab3-a66d-9e43ce21a82f,,,,8,
,50456,Vincent,e8a64a38-2e22-4739-b8cb-eedc6aec88c2,,,,8,
,79321,Saint Philippe-sur-Mer,f5ef7b65-1d9d-4690-9c80-cb414981b3e9,,,,8,
Street,2568,Saint Bertrand,f493c984-6f4e-4070-aa9f-e2fee2defda9,,,,8,
,77923,LoiseauVille,cebfa77a-57fc-43e1-90b1-1a4ef7a5ee14,,,,8,
Street,69711,Roussel,fc48d7bf-c79a-4714-8e5c-3d1566fd5c8a,,,,8,
Street,61179,Saint Constance,37e7c173-61a2-43c7-9881-582966f141a4,,,,8,
Street,44416,Paul,0f8ebf5b-0778-4d8d-b186-f5b863993cc8,,,,8,
Street,10899,Bodin,e08e1cda-1266-42e8-9710-d39d15944fa9,,,,8,
Street,23112,CostaBourg,6999a20d-6cd7-4d42-a883-99f90fe6babc,,,,8,
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66002,,8,66002
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66059,,8,66059
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66065,,8,66065
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66094,,8,66094
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66114,,8,66114
Street,66200,Sainte Timothée-la-Forêt,bbcf6c4d-9f55-4076-9cd8-be9355e46900,66200.0,66208,,8,66208
,60881,Dufournec,caefb186-4e61-4ed4-9166-f6afe882923f,,,,8,
Street,38699,Moreno-la-Forêt,11a48c81-5e18-4cab-a40c-764d944b88dc,,,,8,
Street,57368,Cousin-sur-Mer,e7d70757-704b-44d9-9965-0993bddaa5f2,,,,8,
Street,41398,Parent-sur-Mer,e8417955-3bbd-409e-8e94-b96e396a029f,,,,8,
,73181,Weissnec,15f8383c-a420-435f-9122-d53a7d445f12,,,,8,
,7682,Thierry,8f0751ff-5c07-4dce-973e-cd5dd39e1281,,,,8,
Street,30578,Labbé,d0b022a6-4e13-4209-a401-b09ae7d2fca8,,,,8,
Street,43926,Regnier,80b15366-6d2a-42a8-861f-7fe775ec4b53,,,,8,
Street,55214,Pasquier-sur-Morvan,dd70ccaf-da61-4903-89ee-bf8b79b92c48,,,,8,
Street,70329,Michel,a3a4667e-9cce-4a9d-b2c8-58d3bb45571a,,,,8,
,73617,Saint Michelle,cb499ab3-9f61-4695-b250-86b2d6274288,,,,8,
Street,75232,Parent-sur-Boulay,68eca6a5-3df2-4810-a296-b943982e24bf,,,,8,
,4737,Saint Audrey,042a1b26-6c84-4eea-999a-df7d284cbfb3,,,,8,
,36180,Saint Dominique,563becbd-61b3-434e-92c1-89396218d551,36180.0,36080,,8,36080
,36180,Saint Dominique,563becbd-61b3-434e-92c1-89396218d551,36180.0,36086,,8,36086
,36180,Saint Dominique,563becbd-61b3-434e-92c1-89396218d551,36180.0,36155,,8,36155
,36180,Saint Dominique,563becbd-61b3-434e-92c1-89396218d551,36180.0,36216,,8,36216
Street,43946,Sainte Théophilenec,c7793ab3-294f-45f4-95b8-2ca8cd15a6f6,,,,8,
,87180,Dubois,df69914e-99e4-421d-9660-1c3e9b5de9a3,,,,8,
,78382,Collet-la-Forêt,468219e2-bca2-478e-8e19-3c922b21e546,,,,8,
,88248,Da Costa-sur-Klein,34920a73-945e-42f0-8376-fa1b615b3cc0,,,,8,
Street,28375,Saint ThéodoreBourg,bf408e21-18e7-4922-80ef-b657f901d0c2,,,,8,
,64757,LopesBourg,fd00a026-8838-4f22-9010-1b6031a429cd,,,,8,
,78546,Rossi,6eebace8-f8e2-4974-a93c-88ad5a88b720,,,,8,
,12917,Chauvin,d9682e24-b2ce-4ffb-91f1-59a8c2c1f84b,,,,8,
,44135,Robin-sur-Mer,c0d93f6f-cb64-453b-83ad-03a156a330d1,,,,8,
Street,82436,Weiss-sur-Pascal,877a9a92-5149-40dc-892d-9f64c6819a3d,,,,8,
Street,25789,Perrin,af4af777-5796-47bb-9c89-9bbaff76250e,,,,8,
,80192,KleinVille,d6f24752-3f14-41a8-ad61-7573403ffbc2,,,,8,
,66663,Rey,ae7633cf-dd81-40ec-ac82-6f47ddd2530c,,,,8,
Street,74786,BernardBourg,6fac9d3b-c7d0-43fb-bf17-6002427cb0f3,,,,8,
,93772,Sainte Laurentdan,8763bad0-102d-4046-9e9f-d6fe1f2e2000,,,,8,
Street,64462,Texier-sur-Philippe,73f18c4d-ac71-4ae0-8ad1-47a2673f7101,,,,8,
Street,25404,Lefèvre-sur-Mer,80a1ef65-b227-4ad8-832f-c3fe8833182c,,,,8,
Street,12506,HoarauVille,576a3079-abe5-4a28-9188-da43f945d82a,,,,8,
Street,72559,Blot,a08f3cc7-0814-4d33-8e2e-b74848bffdc2,,,,8,
,10116,Fontaine,9d7a6721-88ed-4870-817f-16401b820454,,,,8,
,64476,Sainte Émile,350aabb2-9944-4be2-aef9-c33e5beb733c,,,,8,
,41289,Bouchet,b8ef4c80-9ba7-499e-9a69-712ab4b08b2b,,,,8,
Street,91358,Goncalves,6c978dfd-3021-4417-8c49-7e751078ccfa,,,,8,
Street,68330,Blanc-sur-Vallée,7df5996b-3f9a-453c-818c-3cdc845db3b4,68330.0,68149,,8,68149
Street,97690,Sainte Anne,278994fc-967a-44ba-85f6-4dbc1af2289b,,,,8,
,71475,Étienne,6e26aaf7-a2e7-4df7-b5df-3195dccc8256,,,,8,
Street,93419,LarocheBourg,a4d5cffb-359e-4752-981f-af7f3ab9b862,,,,8,
Street,30265,Marques-sur-Duhamel,37786170-5691-44ed-a6db-492ac8713617,,,,8,
,4412,Julien,8f73dd0c-9932-4b81-8c96-9f38853f39dc,,,,8,
,3308,Chauveau-sur-Mer,35211512-b598-46b5-93f8-6a89e96c3580,,,,8,
,24918,David-sur-Mer,3872599f-d1c7-4b0c-819b-52158e4d6b82,,,,8,
Street,13471,Sainte Laetitia,f542ed08-362d-47ff-9d10-bab27177dd02,,,,8,
Street,9161,Lamy,323492e6-3e1b-423d-8b73-fffa29d5aa12,,,,8,
Street,76227,Jacquot,6af9b28f-f09d-46e5-ab80-5357d605d542,,,,8,
,68888,Fabreboeuf,7941f89b-3955-432a-8fc4-529a26155488,,,,8,
Street,74564,Teixeira,16b6a78f-b7aa-4448-bbc2-cc2ae6a6c47e,,,,8,
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60196,,8,60196
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60196,,8,60196
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60196,,8,60196
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60512,,8,60512
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60570,,8,60570
Street,60790,Bègue-sur-Chauveau,5846b4a2-c4ed-4ef3-bc9b-6bc72b0500dc,60790.0,60652,,8,60652
,44243,Le Goffdan,5092aaed-2af2-461d-b997-6d0ebd637b41,,,,8,
Street,44875,Lemoine-sur-Mer,a4a1c51f-9cdb-4227-86e0-8e6be3a05469,,,,8,
Street,2740,Delaunayboeuf,c335f68b-43ad-4d31-ac73-9b177b86d46d,,,,8,
,21846,Massonboeuf,73146b91-f2d7-4e61-bb54-b83b3c1a07bc,,,,8,
,90982,Jacob,fe1056b5-f34a-4424-b3c7-c28648d370aa,,,,8,
Street,73232,ChevallierVille,9a076115-5fb4-4f96-b9d6-ab347e4bf9d9,,,,8,
,33870,Joly,d43cc650-752a-445e-a50d-4d636efc0428,33870.0,33539,,8,33539
Street,95920,MasseBourg,0a3c653e-0042-44c2-a7c1-53b586d35e81,,,,8,
Street,46593,Peltier-la-Forêt,1e19a171-dd7e-43c5-a632-e49565fd2721,,,,8,
,73144,Wagner-sur-Mer,fc6680e3-9f56-42cb-8ab0-6ea78db98431,,,,8,
,12546,Sainte Christophenec,396d73fd-f573-454d-800d-0b546c93bc4a,,,,8,
,8824,Maréchal,1a641828-2a70-4866-92dd-b33b8adc0cbf,,,,8,
Street,86791,Pruvost,f4b8a83b-6b59-4b1f-9873-f3e6e2f470c1,,,,8,
Street,7162,Benard,14ffb7d6-2265-4c82-b641-4ad04c039a15,,,,8,
Street,92723,Delmas-sur-Gallet,41bc64c3-84da-426f-83d8-414595bbf4ad,,,,8,
Street,77782,Munoz,67fcf667-efaf-43cb-8ed1-41ed26928a2a,,,,8,
,50306,Renaud,4a99ed1c-694b-4c3a-888b-5abbbc904470,,,,8,
,92198,Ruiz-sur-Weber,8fc8c32a-7dd7-4225-991a-f55854382475,,,,8,
Street,59780,Voisin,3bb15b73-eaf5-47fc-95b3-c964c9d6708b,59780.0,59044,,8,59044
Street,59780,Voisin,3bb15b73-eaf5-47fc-95b3-c964c9d6708b,59780.0,59124,,8,59124
Street,59780,Voisin,3bb15b73-eaf5-47fc-95b3-c964c9d6708b,59780.0,59660,,8,59660
